68425,,,
68426,,,
68427,,,
68429,,http://purl.org/net7/korbo/item/68429,http://www.freebase.com/people/person
68430,,,
68431,,,
68432,,,
68433,,,
68439,https://www.googleapis.com/freebase/v1/image/m/04c5rd,https://www.freebase.com/m/04c5rd,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person|||http://www.freebase.com/education/academic|||http://www.freebase.com/government/politician
68440,https://www.googleapis.com/freebase/v1/image/m/01jj01,https://www.freebase.com/m/01jj01,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person|||http://www.freebase.com/user/narphorium/people/nndb_person|||http://www.freebase.com/user/narphorium/people/topic|||http://www.freebase.com/education/academic|||http://www.freebase.com/symbols/name_source|||http://www.freebase.com/book/author
68441,https://www.googleapis.com/freebase/v1/image/m/0ds4kw,https://www.freebase.com/m/0ds4kw,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person|||http://www.freebase.com/book/author
68442,,http://www.freebase.com/view/en/basel,
68443,,,
68444,,,
68445,,,
68446,,,
68447,,,
68448,,,
68449,,,
68450,,http://www.freebase.com/view/en/innsbruck,
68451,,,
68452,https://www.googleapis.com/freebase/v1/image/m/044g8q,https://www.freebase.com/m/044g8q,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person|||http://www.freebase.com/book/author|||http://www.freebase.com/award/award_nominee
68453,https://www.googleapis.com/freebase/v1/image/m/0929yz,https://www.freebase.com/m/0929yz,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person|||http://www.freebase.com/book/author
68454,https://www.googleapis.com/freebase/v1/image/m/0sxbzxm,https://www.freebase.com/m/0sxbzxm,http://www.freebase.com/people/person|||http://www.freebase.com/common/topic|||http://www.freebase.com/people/deceased_person
68455,,http://www.freebase.com/view/en/berne,
68456,https://www.googleapis.com/freebase/v1/image/m/0t5bw1p,https://www.freebase.com/m/0t5bw1p,http://www.freebase.com/people/person|||http://www.freebase.com/common/topic|||http://www.freebase.com/people/deceased_person
68457,,,
68458,https://www.googleapis.com/freebase/v1/image/m/0g641w,https://www.freebase.com/m/0g641w,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person
68459,https://www.googleapis.com/freebase/v1/image/m/01jwqk,https://www.freebase.com/m/01jwqk,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person|||http://www.freebase.com/government/politician
68460,https://www.googleapis.com/freebase/v1/image/m/0jt5_tj,https://www.freebase.com/m/0jt5_tj,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person
68461,https://www.googleapis.com/freebase/v1/image/m/0v11jld,https://www.freebase.com/m/0v11jld,http://www.freebase.com/people/person|||http://www.freebase.com/common/topic|||http://www.freebase.com/people/deceased_person
68462,https://www.googleapis.com/freebase/v1/image/m/0sxfz59,https://www.freebase.com/m/0sxfz59,http://www.freebase.com/people/person|||http://www.freebase.com/common/topic|||http://www.freebase.com/people/deceased_person
68463,,,
68464,,http://www.freebase.com/view/en/paris,
68465,https://www.googleapis.com/freebase/v1/image/m/0t5d56p,https://www.freebase.com/m/0t5d56p,http://www.freebase.com/people/person|||http://www.freebase.com/common/topic|||http://www.freebase.com/people/deceased_person
68466,https://www.googleapis.com/freebase/v1/image/m/027_bt3,https://www.freebase.com/m/027_bt3,http://www.freebase.com/common/topic|||http://www.freebase.com/people/person|||http://www.freebase.com/people/deceased_person|||http://www.freebase.com/education/academic|||http://www.freebase.com/book/author
68467,,http://www.freebase.com/view/en/strasbourg,
68468,,,
68469,,,
68470,,,
